ID_ARTICULO,ISBN,ALTAPROD,TITULO,COMERCIALIZACION,CATEGORIA,STOCK_DEPO,VAL_DEPO,STOCK_CAD,VAL_CAD,STOCK_3,VAL_3,TOTAL_UNI,TOTAL_VAL
450221,9788762648237,1995-02,La voz de bronce,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,1,5.0,1,5.7
450225,9786457628557,1997-05,El espejo del alba,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,3,3.0,3,2.6
450246,9785268348833,1992-06,La ruta sin fronteras,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,1,2.81,1,3.33
450263,9785964739230,1996-10,El río de piedra,CONSIGNADO,LIBROS > Filosofía,0,0.0,1,2.36,0,0.0,1,2.41
450267,9787198073131,1997-04,La senda en el viento,CONSIGNADO,LIBROS > Filosofía,0,0.0,1,2.28,0,0.0,1,2.2
450301,9783522202614,1995-07,El faro de cristal,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,2,11.78,2,13.23
450336,9781733681947,1995-09,La huella en la niebla,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,171,514.7,171,482.18
450337,9788394119762,1995-06,El reloj del sur,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,144,353.99,154,455.95
450338,9786041992438,1995-01,La senda invisible,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,35,109.34,38,103.32
450339,9786436116185,1995-12,El río perdido,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,179,533.13,140,443.63
450375,9784943455541,1997-07,La montaña de las sombras,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,2,11.24,2,10.51
450477,9784247636321,1998-05,El jardín de hierro,CONSIGNADO,LIBROS > Filosofía,2,133.54,4,257.47,10,718.64,17,963.44
450502,9782296295306,1997-05,El puerto entre líneas,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,2,15.95,2,14.27
456727,9781201181210,1995-01,La plaza de fuego,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,10,647.64,10,788.0
456742,9782442138504,1995-06,El umbral del silencio,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,12,1311.59,13,1178.53
463398,9785774232316,1997-04,La noche en el viento,CONSIGNADO,LIBROS > Filosofía,1,38.77,0,0.0,0,0.0,1,45.09
463400,9783242143295,1997-02,El camino de piedra,CONSIGNADO,LIBROS > Filosofía,2,57.39,0,0.0,0,0.0,2,57.53
463401,9786806199150,1997-02,La casa lejano,CONSIGNADO,LIBROS > Filosofía,1,28.12,0,0.0,0,0.0,1,34.05
482216,9789068114661,1995-09,El jardín olvidado,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,11,56.58,12,46.28
496800,9782381571333,1997-10,La torre secreto,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,2,29.97,2,28.92
498137,9786262464551,1994-11,El puente de papel,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,1,25.38,1,28.69
500286,9781462210699,1997-05,La isla de hierro,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,1,131.31,1,134.26
500348,9785113562273,1997-01,El mapa eterno,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,1,25.7,1,30.23
501062,9786814922525,1998-02,La ventana fugaz,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,2,7.97,2,7.87
502386,9784143562353,1997-12,El eco del río,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,1,11.3,1,12.26
502702,9783421456837,1997-12,La tierra en la lluvia,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,1,86.08,1,67.7
504449,9789879623766,1998-03,El cielo de arena,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,1,10.4,1,9.31
505811,9784464412663,1998-03,El río en la niebla,CONSIGNADO,LIBROS > Filosofía,0,0.0,1,1.15,0,0.0,1,0.89
505982,9786755654691,1998-04,La huella en la lluvia,CONSIGNADO,LIBROS > Filosofía,0,0.0,1,30.46,2,67.85,3,109.43
507125,9786164932402,1995-06,El puerto entre líneas,CONSIGNADO,LIBROS > Filosofía,0,0.0,1,12.21,0,0.0,1,12.95
507515,9785082364115,1997-11,La voz nocturno,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,3,99.12,3,120.0
507516,9784461994011,1997-12,El espejo del bosque,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,1,68.04,1,81.81
507518,9780118130166,1997-01,La ruta de sal,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,2,37.75,2,39.82
507521,9785341164903,1995-01,El faro profundo,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,1,28.69,1,36.46
507568,9784412785687,1994-11,La huella de ceniza,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,1,45.08,1,38.47
509297,9780357314941,1997-12,El reloj luminoso,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,1,7.02,1,7.08
509301,9784668346458,1995-10,La senda de jade,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,1,21.38,1,22.11
510704,9784515189862,1997-06,El río austral,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,1,4.34,1,5.62
512135,9781346501279,1997-11,La montaña boreal,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,4,342.89,4,298.84
515005,9789748604422,1990-11,El puerto de bronce,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,2,223.95,2,227.58
516353,9784459324286,1999-02,La plaza del alba,FIRME,LIBROS > Filosofía,0,0.0,0,0.0,3,208.25,3,256.39
519199,9785110306466,1999-03,El umbral sin fronteras,FIRME,LIBROS > Filosofía,0,0.0,0,0.0,1,14.02,1,17.88
520491,9785867771564,1999-03,La noche de cristal,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,3,123.97,3,114.01
520854,9786221817627,1996-05,El camino en la niebla,CONSIGNADO,LIBROS > Filosofía,264,745.31,0,0.0,3,9.72,268,630.03
520918,9789455062218,1999-01,La casa del sur,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,9,232.07,8,214.38
520978,9787375803075,1997-09,El jardín invisible,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,5,13.61,4,13.34
520982,9782197643292,1996-07,La torre perdido,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,5,21.57,5,18.49
520997,9782255767643,1988-01,El puente de las sombras,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,1,14.25,1,16.83
521041,9787532117632,1997-03,La isla entre líneas,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,4,18.11,4,18.92
521045,9782167615499,1996-11,El mapa de fuego,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,1,6.06,1,7.38
521492,9781934213135,1997-08,El eco invisible,CONSIGNADO,LIBROS > Filosofía,1,149.07,0,0.0,12,2147.65,13,2057.06
522060,9783632300107,1988-01,La ventana del silencio,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,1,2.21,1,2.24
523086,9780725063433,1997-04,La tierra en la niebla,CONSIGNADO,LIBROS > Filosofía,24,35284.11,0,0.0,21,33243.76,48,76512.24
523350,9781135455029,1999-04,El eco en el viento,CONSIGNADO,LIBROS > Filosofía,26,21.37,0,0.0,0,0.0,22,19.86
535941,9781801134521,1999-11,La tierra de piedra,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,1,10.97,1,10.33
536761,9787833654263,1999-11,El cielo lejano,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,6,122.72,6,101.41
536928,9784526283917,1999-11,La voz olvidado,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,1,14.5,1,13.26
537231,9783326584502,2000-01,El espejo secreto,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,3,4.55,3,4.58
537232,9784224195364,2000-01,El umbral de papel,CONSIGNADO,LIBROS > Filosofía,0,0.0,1,1.94,3,5.43,4,7.07
538018,9787055554176,1998-12,La ruta de papel,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,3,109.33,3,119.26
540595,9784114962235,2000-03,El faro de hierro,FIRME,LIBROS > Filosofía,0,0.0,0,0.0,2,12.84,2,14.56
542165,9785146312497,2000-04,La noche nocturno,CONSIGNADO,LIBROS > Filosofía,2,55.1,0,0.0,29,795.37,33,898.31
542509,9781295826048,2000-04,La voz de cristal,CONSIGNADO,LIBROS > Filosofía,259,51153.71,0,0.0,17,2701.22,334,54580.24
544029,9780431196653,2000-05,La senda de cristal,CONSIGNADO,LIBROS > Filosofía,0,0.0,3,8.69,0,0.0,3,7.79
544623,9783863584633,2000-06,La huella eterno,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,5,619.82,5,597.88
545099,9782528453334,2001-06,El reloj fugaz,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,25,750.32,24,753.66
546994,9780546175871,2000-05,La voz olvidado,CONSIGNADO,LIBROS > Filosofía,0,0.0,2,49.38,31,806.32,30,889.9
547262,9784107926463,2000-05,La casa fugaz,CONSIGNADO,LIBROS > Filosofía,1,15.12,0,0.0,22,367.24,23,395.54
547263,9783151548221,2000-05,La senda del río,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,1,1.98,1,2.56
547264,9781844030254,2000-07,El camino austral,CONSIGNADO,LIBROS > Filosofía,0,0.0,1,17.84,17,389.87,18,390.21
548736,9783266275351,2000-05,El faro de cristal,CONSIGNADO,LIBROS > Filosofía,0,0.0,1,1.67,0,0.0,1,1.78
554363,9789931917523,2000-10,El río en la lluvia,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,1,3.01,1,3.52
554364,9786952644160,2000-10,La montaña de arena,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,1,9.29,1,9.01
554366,9782489670731,2000-09,El puerto nocturno,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,8,57.96,9,54.72
559044,9783985274342,2000-10,La plaza del bosque,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,3,79.39,3,84.86
559095,9781640743411,2000-12,El umbral de sal,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,11,236.06,9,221.51
560134,9783635145551,2000-12,La noche profundo,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,20,547.65,24,653.76
560911,9785523048595,2000-12,La ventana lejano,CONSIGNADO,LIBROS > Filosofía,1,2.55,0,0.0,0,0.0,1,2.24
563910,9782411498616,2001-01,El reloj de arena,CONSIGNADO,LIBROS > Filosofía,0,0.0,1,52.77,5,296.05,6,305.86
563911,9787398335165,2001-01,El jardín de cristal,CONSIGNADO,LIBROS > Filosofía,0,0.0,2,9.13,2,9.04,4,19.65
563937,9781025072326,2000-11,El camino de ceniza,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,6,63.06,7,73.88
565292,9782461239847,2001-03,La ventana del sur,CONSIGNADO,LIBROS > Filosofía,0,0.0,1,1.49,0,0.0,1,1.36
567527,9783263437698,2001-03,La casa luminoso,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,4,19.11,4,18.49
568332,9785440174378,2001-04,El jardín de jade,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,1,18.43,1,19.11
568337,9788126172262,2001-04,El espejo en la niebla,CONSIGNADO,LIBROS > Filosofía,0,0.0,3,9.07,0,0.0,3,7.01
568340,9785351666188,2001-03,El umbral del silencio,CONSIGNADO,LIBROS > Filosofía,0,0.0,1,88.5,0,0.0,1,76.94
571527,9784439498156,2001-05,El espejo en la lluvia,CONSIGNADO,LIBROS > Filosofía,0,0.0,1,2.5,0,0.0,1,2.96
571529,9789038963161,2001-05,El cielo de arena,CONSIGNADO,LIBROS > Filosofía,0,0.0,1,12.06,0,0.0,1,11.57
573003,9786972647992,2001-06,La torre austral,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,10,275.95,12,244.02
573004,9785649648556,2001-06,El puente boreal,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,28,495.61,29,466.23
573010,9783156320352,2001-07,La isla de bronce,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,8,101.17,8,113.59
573016,9789212810225,2000-12,El puente sin fronteras,CONSIGNADO,LIBROS > Filosofía,0,0.0,1,4.22,0,0.0,1,3.66
573057,9787332446607,2001-06,El faro del río,CONSIGNADO,LIBROS > Filosofía,0,0.0,8,97.45,2,21.85,10,123.85
574052,9786512457550,2001-07,La ruta lejano,CONSIGNADO,LIBROS > Filosofía,0,0.0,1,2.7,0,0.0,1,2.38
574057,9785515214262,2001-07,La tierra en la niebla,CONSIGNADO,LIBROS > Filosofía,0,0.0,1,2.42,0,0.0,1,1.92
574058,9784644325454,2001-07,El mapa del alba,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,1,5.51,1,5.51
575291,9783084310651,2001-08,La ventana sin fronteras,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,1,2.72,1,2.35
575294,9784354166255,2001-07,La huella del alba,CONSIGNADO,LIBROS > Filosofía,0,0.0,1,5.8,0,0.0,1,5.77
575295,9786635351664,2001-05,El eco de cristal,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,10,151.03,10,159.87
577203,9781851132547,2001-09,La tierra en la niebla,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,1,2.1,1,2.42
577208,9781646360396,2001-07,El cielo del sur,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,9,68.61,9,70.97
598148,9780118195602,2001-06,La voz invisible,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,3,29.74,4,28.32
598156,9784141365679,2001-11,El espejo perdido,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,1,3.31,1,3.86
601273,9785217070222,2001-10,La ruta de las sombras,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,11,119.99,11,138.49
602006,9785767364907,2001-11,El faro entre líneas,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,1,6.51,1,6.26
609769,9780534667745,2001-10,La isla profundo,CONSIGNADO,LIBROS > Filosofía,0,0.0,2,9.56,0,0.0,2,8.36
611116,9783530233083,2002-03,La huella de fuego,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,1,6.82,1,6.12
611285,9788060593857,2002-04,El reloj del silencio,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,4,80.94,4,73.82
611291,9781610144429,2001-12,La senda en el viento,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,1,6.05,1,6.33
611541,9786233433011,2001-12,El río de piedra,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,2,15.89,2,14.63
611807,9784280155548,2001-12,La montaña lejano,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,2,14.55,2,17.97
611970,9787385624663,2002-05,El puerto olvidado,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,2,8.27,2,6.88
614428,9785143267547,2002-07,La plaza secreto,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,3,15.4,3,15.23
615023,9783685663377,2002-08,La ruta lejano,CONSIGNADO,LIBROS > Filosofía,0,0.0,3,25.63,4,33.89,8,49.83
623944,9783474574433,2002-11,La montaña de las sombras,CONSIGNADO,LIBROS > Filosofía,0,0.0,5,24.98,8,40.26,15,65.61
623950,9785958442446,2002-11,La voz de jade,CONSIGNADO,LIBROS > Filosofía,961,1248847.33,384,622582.9,1096,1551511.71,2410,2953861.39
626824,9784612566440,2003-01,La isla del río,CONSIGNADO,LIBROS > Filosofía,0,0.0,6,50.65,0,0.0,8,43.87
626855,9781965464262,2001-02,El umbral de papel,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,1,2.59,1,2.96
626861,9789764267182,2001-02,La noche de hierro,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,1,47.77,1,44.75
626870,9782422614556,2001-02,El camino eterno,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,1,13.46,1,12.41
627998,9786461751651,2003-02,La casa fugaz,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,1,24.12,1,24.39
628000,9783193593424,2003-02,El río en la niebla,CONSIGNADO,LIBROS > Filosofía,0,0.0,1,23.9,0,0.0,1,24.92
629148,9787039550415,2003-03,El jardín del río,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,1,12.08,1,14.4
629154,9780695523913,2003-03,La torre en la lluvia,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,8,45.73,8,37.48
629156,9787452558999,2003-03,El puente de arena,CONSIGNADO,LIBROS > Filosofía,1,92.44,0,0.0,18,1595.7,19,1861.68
629994,9787146626341,2003-04,La isla nocturno,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,11,57.02,10,66.72
631261,9785195026181,2003-05,El puerto de hierro,CONSIGNADO,LIBROS > Filosofía,0,0.0,2,6.82,0,0.0,2,6.34
631791,9785483407731,2003-06,El mapa del bosque,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,1,78.95,1,82.38
632660,9780531453430,2003-06,El espejo de piedra,CONSIGNADO,LIBROS > Filosofía,2,116.52,17,746.75,34,1920.76,50,2669.4
633772,9780870923320,2003-07,La ventana de sal,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,1,6.14,1,5.3
633791,9782648758666,2003-07,El umbral de sal,CONSIGNADO,LIBROS > Filosofía,3,269.54,30,2747.11,74,6389.17,107,9484.84
633792,9783859114623,2003-07,El eco profundo,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,11,41.51,10,47.12
634709,9780291261022,2003-08,La torre de ceniza,CONSIGNADO,LIBROS > Filosofía,0,0.0,8,31.07,0,0.0,9,29.5
634710,9784230320688,2003-08,La tierra de ceniza,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,2,16.86,2,13.57
634711,9782225126457,2003-08,El cielo luminoso,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,3,10.64,3,11.13
634957,9780436640107,2003-08,La voz de jade,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,4,296.02,4,294.42
676709,9789215142488,1985-01,El espejo austral,CONSIGNADO,LIBROS > Filosofía,1,0.81,0,0.0,0,0.0,1,0.8
783226,9785524641817,1992-06,La ruta boreal,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,5,53.86,4,65.76
783287,9782304042244,1992-01,El faro de bronce,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,10,152.43,10,182.74
783308,9782454170172,2019-03,El reloj sin fronteras,CONSIGNADO,LIBROS > Filosofía,4,495.63,0,0.0,46,6388.57,50,5822.66
783455,9781271803911,2019-05,El mapa en la lluvia,CONSIGNADO,LIBROS > Filosofía,33,10744.82,5,1921.22,128,38317.29,173,53579.3
806598,9782631651093,2003-09,La huella del alba,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,2,6.08,2,6.55
806600,9787473395942,2003-09,El reloj sin fronteras,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,7,28.27,6,25.33
806602,9786774518413,2003-09,El camino en la niebla,CONSIGNADO,LIBROS > Filosofía,0,0.0,4,20.97,1,6.67,6,28.07
807748,9782553014491,2003-10,El río secreto,CONSIGNADO,LIBROS > Filosofía,0,0.0,1,5.12,0,0.0,1,6.12
808657,9781529455571,2003-10,La senda de cristal,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,9,76.5,12,72.27
808658,9781417666135,2003-10,El río en la niebla,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,99,583.15,98,473.27
808659,9780940955517,2003-10,La montaña del sur,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,6,39.68,5,47.85
808660,9784894882343,2003-10,El faro de bronce,CONSIGNADO,LIBROS > Filosofía,0,0.0,2,214.33,0,0.0,2,214.03
808663,9781955128265,2003-10,El puerto invisible,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,17,1734.01,17,1661.27
808675,9782225055545,2003-10,La montaña luminoso,CONSIGNADO,LIBROS > Filosofía,0,0.0,1,4.8,0,0.0,1,5.12
809599,9782461083863,2003-11,La plaza perdido,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,28,181.46,24,164.91
809600,9781446844115,2003-11,El umbral de las sombras,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,2,14.63,2,15.72
809602,9780012365253,2003-11,La noche entre líneas,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,9,55.85,10,57.97
809603,9782167180079,2003-11,La montaña del silencio,CONSIGNADO,LIBROS > Filosofía,0,0.0,1,6.09,1,5.66,2,10.09
809742,9781805116522,2003-11,El camino de fuego,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,4,37.19,4,35.01
813489,9786425656841,2004-01,La plaza del alba,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,16,173.26,13,211.71
813490,9784820374616,2004-01,La casa del silencio,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,2,25.71,2,26.73
814881,9780429476731,2004-02,El faro en el viento,CONSIGNADO,LIBROS > Filosofía,0,0.0,1,1.24,0,0.0,1,1.5
814885,9782141458161,2004-02,El jardín profundo,CONSIGNADO,LIBROS > Filosofía,0,0.0,12,65.36,2,9.32,14,77.84
816358,9787960464696,2004-03,El jardín en el viento,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,2,9.04,2,9.81
816359,9785954946513,2004-03,La torre de piedra,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,6,59.31,7,58.67
816360,9781518029628,2004-03,La plaza del bosque,CONSIGNADO,LIBROS > Filosofía,0,0.0,1,10.95,0,0.0,1,13.1
816847,9780399420824,2004-03,La torre del alba,CONSIGNADO,LIBROS > Filosofía,0,0.0,1,2.88,0,0.0,1,3.23
818484,9784315133286,2004-04,El puente lejano,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,1,5.13,1,4.65
818485,9786835379194,2004-04,La torre austral,CONSIGNADO,LIBROS > Filosofía,0,0.0,2,13.14,2,11.04,5,25.91
818486,9784066133234,2004-04,La isla olvidado,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,15,155.4,15,150.42
818487,9786487553004,2004-04,El puente fugaz,CONSIGNADO,LIBROS > Filosofía,0,0.0,1,40.06,3,140.1,4,169.87
818488,9782239239712,2004-04,La torre en la niebla,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,4,94.62,4,81.56
819814,9782331121255,2004-05,El mapa secreto,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,7,77.63,6,81.12
819815,9784122154824,2004-05,La ventana de papel,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,26,621.42,27,514.63
819816,9784361273334,2004-05,El eco de hierro,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,9,59.11,7,58.22
821696,9786652524884,2004-06,La tierra eterno,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,8,66.5,9,58.3
821699,9787303200681,2004-06,El cielo fugaz,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,9,124.3,11,131.87
823787,9785256641723,2004-07,El río eterno,CONSIGNADO,LIBROS > Filosofía,0,0.0,1,4.09,12,53.79,11,49.89
